encoder,target,method,replicate,shortlist_size,candidate_count,removed_fraction,best_candidate_recall,top3_candidate_recall,oracle_source,oracle_sources,oracle_source_count,selected_source,shortlist,oracle_validation_accuracy,selected_validation_accuracy,validation_regret,normalized_validation_regret,oracle_selected_test_accuracy,selected_test_accuracy,test_regret_vs_exhaustive_validation_selection,adapter_seeds,stage2_evaluations,exhaustive_stage2_evaluations
clip_b32,beans,rank_only,-1,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,rendered_sst2|tiny_imagenet|stl10,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,facility_subspace,-1,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,cifar100,organcmnist|cifar100|usps,0.892843340686027,0.8874274791439912,0.005415861542035771,0.2545454933032496,0.9015625,0.8921875,0.009375000000000022,5,3,21
clip_b32,beans,kcenter_subspace,-1,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,rendered_sst2|stl10|retinamnist,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,dpp_subspace,-1,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,rendered_sst2|tiny_imagenet|stl10,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,pool_vendi_subspace,-1,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,rendered_sst2|stl10|retinamnist,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,full_merged_rank,-1,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,rendered_sst2|tiny_imagenet|stl10,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,random,0,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,fashion_mnist|organamnist|rendered_sst2,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,random,1,3,21,0.8571428571428572,0,0.0,cifar10,cifar10,1,fashion_mnist,fashion_mnist|organsmnist|retinamnist,0.892843340686027,0.8841392847394113,0.008704055946615719,0.40909063082095826,0.9015625,0.8984375,0.0031250000000000444,5,3,21
clip_b32,beans,random,2,3,21,0.8571428571428572,0,0.3333333333333333,cifar10,cifar10,1,rendered_sst2,dermamnist|mnist|rendered_sst2,0.892843340686027,0.8887814464375404,0.004061894248486575,0.190909030299545,0.9015625,0.8890625,0.012500000000000067,5,3,21
clip_b32,beans,random,3,3,21,0.8571428571428572,1,0.3333333333333333,cifar10,cifar10,1,cifar10,cifar10|retinamnist|stl10,0.892843340686027,0.892843340686027,0.0,0.0,0.9015625,0.9015625,0.0,5,3,21
